filename,clipdet_latent10k_plus_global,clipdet_latent10k_plus_local,clipdet_latent10k_plus_fusiongl,clipdet_latent10k_plus,Corvi2023,clipdet_latent10k_plus_fusion_soft_or,clipdet_latent10k_plus_fusion_weighted,fusion
test_set\small_test_set\dalle3\ann000000465544_00.png,0.056627363,0.78075594,0.78075594,0.78075594,20.895533,1.2845163,0.1745147,2.6229255
test_set\small_test_set\DiffusionProjectedGan\seed0252.png,1.376235,1.8886187,1.8886187,1.8886187,0.649291,2.3513572,0.9092963,2.1027591
test_set\small_test_set\DiffusionProjectedGan\seed0518.png,1.878819,2.9382124,2.9382124,2.9382124,-8.864751,3.1336045,1.3140129,2.5118515
test_set\small_test_set\DiffusionProjectedGan\seed0577.png,2.1521804,1.5823373,2.1521804,2.1521804,-3.30737,2.5642648,1.1508235,2.1113055
test_set\small_test_set\DiffusionProjectedGan\seed1219.png,3.0341208,1.86981,3.0341208,3.0341208,0.44909406,3.1328614,1.5517917,2.9638195
test_set\small_test_set\DiffusionProjectedGan\seed1420.png,1.4267437,2.3106582,2.3106582,2.3106582,-2.7235162,2.5901017,1.0129471,2.2556667
test_set\small_test_set\DiffusionProjectedGan\seed1581.png,1.2892983,1.5930085,1.5930085,1.5930085,3.1508856,2.169435,0.81659853,2.0290394
test_set\small_test_set\DiffusionProjectedGan\seed3198.png,1.4888096,1.4819493,1.4888096,1.4888096,-2.7929845,2.2073867,0.87227255,1.6688379
test_set\small_test_set\DiffusionProjectedGan\seed3431.png,2.7763534,2.4570653,2.7763534,2.7763534,-5.9035134,3.296721,1.5681463,2.4894922
test_set\small_test_set\DiffusionProjectedGan\seed3483.png,1.7637355,2.212631,2.212631,2.212631,-12.104193,2.6893306,1.1248031,1.8187473
test_set\small_test_set\DiffusionProjectedGan\seed3497.png,1.8827882,1.4249904,1.8827882,1.8827882,-0.82674587,2.3647306,1.0145121,2.028426
test_set\small_test_set\DiffusionProjectedGan\seed3745.png,1.4960111,1.8613479,1.8613479,1.8613479,-3.2200603,2.3911934,0.95055914,1.9037676
test_set\small_test_set\DiffusionProjectedGan\seed3770.png,1.7953544,1.6975511,1.7953544,1.7953544,2.281779,2.4489083,1.0346553,2.118873
test_set\small_test_set\DiffusionProjectedGan\seed6291.png,1.6988444,1.8605298,1.8605298,1.8605298,-2.9487457,2.4827259,1.02946,1.9153279
test_set\small_test_set\DiffusionProjectedGan\seed6555.png,2.3055563,2.299855,2.3055563,2.3055563,-3.2641082,2.9870312,1.3533554,2.22843
test_set\small_test_set\DiffusionProjectedGan\seed6637.png,1.3687894,1.7696761,1.7696761,1.7696761,-5.913921,2.2895367,0.88273096,1.7218513
test_set\small_test_set\DiffusionProjectedGan\seed7004.png,2.0268297,2.0471478,2.0471478,2.0471478,0.4334962,2.7269626,1.194434,2.2047029
test_set\small_test_set\DiffusionProjectedGan\seed9643.png,1.2679448,1.5375296,1.5375296,1.5375296,-8.573105,2.133836,0.79723775,1.4494133
test_set\small_test_set\DiffusionProjectedGan\seed10305.png,2.0299048,1.2504926,2.0299048,2.0299048,-0.045141846,2.3589914,1.037142,2.169668
test_set\small_test_set\DiffusionProjectedGan\seed11176.png,2.3457193,0.72086585,2.3457193,2.3457193,-7.3666067,2.3049695,1.0548787,2.0924165
test_set\small_test_set\DiffusionProjectedGan\seed11824.png,1.5774039,1.6910608,1.6910608,1.6910608,0.3822099,2.3455021,0.9484079,1.9545534
test_set\small_test_set\progan_lsun\airplane_00820.png,1.8130507,2.0400982,2.0400982,2.0400982,-10.682555,2.624087,1.1097013,1.7349005
test_set\small_test_set\progan_lsun\bicycle_06930.png,1.550353,2.1331122,2.1331122,2.1331122,-4.816137,2.5522044,1.0258075,2.0327477
test_set\small_test_set\progan_lsun\bird_05454.png,2.4854262,1.1261163,2.4854262,2.4854262,-3.1739907,2.5308998,1.1899585,2.3703296
test_set\small_test_set\progan_lsun\bottle_02976.png,0.79024434,0.5687619,0.79024434,0.79024434,-13.805583,1.5077416,0.4183005,0.753248
test_set\small_test_set\progan_lsun\bus_05450.png,2.9099114,1.5340841,2.9099114,2.9099114,-16.242994,2.9168136,1.4365842,2.2603536
test_set\small_test_set\progan_lsun\car_09850.png,2.557486,3.0144985,3.0144985,3.0144985,-13.86078,3.4927037,1.5937314,2.4145246
test_set\small_test_set\progan_lsun\cat_05970.png,2.5144749,0.749098,2.5144749,2.5144749,-15.30778,2.4002204,1.1262757,1.9599638
test_set\small_test_set\progan_lsun\chair_15766.png,1.412135,0.2297392,1.412135,1.412135,-16.391277,1.6756175,0.59326416,1.0762413
test_set\small_test_set\progan_lsun\cow_03634.png,2.0673008,1.529386,2.0673008,2.0673008,-21.459595,2.49947,1.1072034,1.4372119
test_set\small_test_set\progan_lsun\diningtable_10104.png,2.2940702,1.7738608,2.2940702,2.2940702,-16.56724,2.7215538,1.2442343,1.7459652
test_set\small_test_set\progan_lsun\dog_05830.png,3.2338254,1.144732,3.2338254,3.2338254,-12.122594,2.9189541,1.4853852,2.6506362
test_set\small_test_set\progan_lsun\horse_12307.png,1.707066,1.6383543,1.707066,1.707066,-19.82108,2.3800983,0.988464,1.1946805
test_set\small_test_set\progan_lsun\motorbike_08828.png,0.09091449,2.996624,2.996624,2.996624,-3.5179858,2.4522681,0.6287156,2.7628365
test_set\small_test_set\progan_lsun\person_12892.png,3.1483927,1.455731,3.1483927,3.1483927,-5.4782023,3.00395,1.5139554,2.809489
test_set\small_test_set\progan_lsun\pottedplant_06062.png,1.284103,1.493847,1.493847,1.493847,-31.420792,2.1206439,0.7948457,0.7773797
test_set\small_test_set\progan_lsun\sheep_14005.png,2.264484,1.7588626,2.264484,2.264484,-20.375555,2.7001982,1.2297179,1.6226791
test_set\small_test_set\progan_lsun\sofa_02909.png,3.4616313,2.8097625,3.4616313,3.4616313,-2.3412838,3.827341,1.9054323,3.1951158
test_set\small_test_set\progan_lsun\sofa_09016.png,2.3021293,1.3523754,2.3021293,2.3021293,-7.0303617,2.5349743,1.1635232,2.0716746
test_set\small_test_set\progan_lsun\train_17058.png,0.46663484,1.3805685,1.3805685,1.3805685,-17.17888,1.7202067,0.4536637,1.0283052
test_set\small_test_set\progan_lsun\tvmonitor_10558.png,2.22016,1.7043138,2.22016,2.22016,-6.053105,2.653264,1.2015884,2.0475595
test_set\small_test_set\real_coco_valid\000000010977.jpg,-1.6178082,2.004713,2.004713,2.004713,-5.3835263,1.3860399,-0.23467347,1.9138783
test_set\small_test_set\real_coco_valid\000000020553.jpg,-2.150403,0.39250064,0.39250064,0.39250064,-24.961416,0.3847195,-0.7630184,0.115196586
test_set\small_test_set\real_coco_valid\000000042889.jpg,-3.2393222,-0.34331918,-0.34331918,-0.34331918,-14.072458,-0.23092636,-1.3338624,0.16599768
test_set\small_test_set\real_coco_valid\000000044260.jpg,-2.6553063,-1.0892904,-1.0892904,-1.0892904,-30.306341,-0.4105448,-1.2546227,-0.86992204
test_set\small_test_set\real_coco_valid\000000084650.jpg,-4.4093213,-0.9879952,-0.9879952,-0.9879952,-14.555987,-0.77588475,-1.9181783,-0.07827276
test_set\small_test_set\real_coco_valid\000000100582.jpg,-2.072644,-0.2701798,-0.2701798,-0.2701798,-21.78741,0.097911105,-0.8645452,-0.14892548
test_set\small_test_set\real_coco_valid\000000104455.jpg,-1.9208447,-1.0478846,-1.0478846,-1.0478846,-23.913465,-0.15268643,-0.9600949,-0.5727198
test_set\small_test_set\real_coco_valid\000000111951.jpg,-2.072714,0.1246666,0.1246666,0.1246666,-18.730072,0.27575,-0.7860198,0.17646813
test_set\small_test_set\real_coco_valid\000000144798.jpg,-3.6494718,-0.6358469,-0.6358469,-0.6358469,-15.532345,-0.4596361,-1.5519341,-0.017076254
test_set\small_test_set\real_coco_valid\000000159311.jpg,-3.086393,0.13774161,0.13774161,0.13774161,-31.383009,0.045407258,-1.1785467,-0.2302981
test_set\small_test_set\real_coco_valid\000000164637.jpg,-2.8426256,-1.1930392,-1.1930392,-1.1930392,-19.565525,-0.50690293,-1.3482794,-0.40399128
test_set\small_test_set\real_coco_valid\000000172396.jpg,-3.8067758,-0.7009722,-0.7009722,-0.7009722,-20.217974,-0.52268845,-1.626207,-0.26949292
test_set\small_test_set\real_coco_valid\000000210855.jpg,-4.2488036,-0.984875,-0.984875,-0.984875,-19.068377,-0.74652565,-1.8549886,-0.31442952
test_set\small_test_set\real_coco_valid\000000222299.jpg,-3.693308,0.30703408,0.30703408,0.30703408,-37.667072,0.033539604,-1.3814398,-0.24780214
test_set\small_test_set\real_coco_valid\000000225532.jpg,-3.6584818,-0.18444115,-0.18444115,-0.18444115,-11.741357,-0.22975704,-1.4656413,0.34556526
test_set\small_test_set\real_coco_valid\000000229858.jpg,-1.8102596,1.7106574,1.7106574,1.7106574,-31.744326,1.1727369,-0.36819112,0.94855314
test_set\small_test_set\real_coco_valid\000000263860.jpg,-2.0745156,0.93606985,0.93606985,0.93606985,-13.411316,0.68353087,-0.62529737,0.85941106
test_set\small_test_set\real_coco_valid\000000269866.jpg,-2.767958,-0.14671217,-0.14671217,-0.14671217,-21.335613,-0.029734906,-1.1110126,-0.069058776
test_set\small_test_set\real_coco_valid\000000279887.jpg,-1.6108944,0.93649,0.93649,0.93649,-33.274673,0.79999334,-0.44449612,0.30562562
test_set\small_test_set\real_coco_valid\000000289992.jpg,-2.6248796,-10.0,-2.6248796,-2.6248796,-15.117387,-1.2566577,-3.0155036,-0.39456028
test_set\small_test_set\real_ffhq\000026.png,-2.8726046,-0.47630656,-0.47630656,-0.47630656,-9.816288,-0.21070167,-1.2173746,0.33630443
test_set\small_test_set\real_ffhq\000157.png,-0.61486256,0.7340565,0.7340565,0.7340565,-9.001959,1.0118823,-0.09652003,0.9236881
test_set\small_test_set\real_ffhq\000202.png,-1.62128,0.14283033,0.14283033,0.14283033,-9.2386675,0.41478574,-0.606439,0.6108887
test_set\small_test_set\real_ffhq\000222.png,-2.3743255,0.23623958,0.23623958,0.23623958,-7.305883,0.25175843,-0.88138986,0.7498174
test_set\small_test_set\real_ffhq\000496.png,-0.8626995,0.90475726,0.90475726,0.90475726,-11.699468,1.0072775,-0.1591658,0.90828043
test_set\small_test_set\real_ffhq\000542.png,-1.9885318,-1.2761707,-1.2761707,-1.2761707,-24.852129,-0.25216576,-1.0318955,-0.6962308
test_set\small_test_set\real_ffhq\000665.png,-1.4706472,0.594596,0.594596,0.594596,-12.029102,0.6693361,-0.4578464,0.7116951
test_set\small_test_set\real_ffhq\000677.png,-1.5030786,-0.6425925,-0.6425925,-0.6425925,-14.505769,0.13806139,-0.71662056,0.032873273
test_set\small_test_set\real_ffhq\000926.png,-1.3987043,-0.20390546,-0.20390546,-0.20390546,-10.375306,0.34053853,-0.58866125,0.4067276
test_set\small_test_set\real_ffhq\001036.png,-1.1249765,1.2158593,1.2158593,1.2158593,-11.358355,1.0807381,-0.19950816,1.1207196
test_set\small_test_set\real_ffhq\001059.png,-0.113833755,0.38001415,0.38001415,0.38001415,-9.034535,1.0504643,0.02834405,0.73373616
test_set\small_test_set\real_ffhq\001099.png,-1.4002012,0.5955572,0.5955572,0.5955572,-11.839624,0.6907653,-0.43019563,0.72040474
test_set\small_test_set\real_ffhq\001349.png,-1.3728375,-0.046943802,-0.046943802,-0.046943802,-8.628071,0.4130157,-0.5473517,0.5595628
test_set\small_test_set\real_ffhq\001423.png,-0.8154198,0.6297803,0.6297803,0.6297803,-10.126897,0.89484906,-0.19544166,0.8148019
test_set\small_test_set\real_ffhq\001902.png,-1.1641984,0.95990574,0.95990574,0.95990574,-16.51598,0.93930984,-0.26571736,0.7597331
test_set\small_test_set\real_ffhq\001927.png,-2.1243665,-0.18025519,-0.18025519,-0.18025519,-8.730302,0.12219262,-0.8668164,0.5010853
test_set\small_test_set\real_ffhq\001970.png,-1.5357027,-0.53743756,-0.53743756,-0.53743756,-17.229126,0.16470547,-0.7084172,-0.06398618
test_set\small_test_set\real_ffhq\002217.png,-3.3006482,-0.744966,-0.744966,-0.744966,-9.522365,-0.4370181,-1.4376727,0.26841062
test_set\small_test_set\real_ffhq\002250.png,-2.0529592,0.6171851,0.6171851,0.6171851,-6.560713,0.5221908,-0.68033534,0.97393477
test_set\small_test_set\real_ffhq\002295.png,-1.1638494,1.1629373,1.1629373,1.1629373,-12.268229,1.042053,-0.22518918,1.0503224
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000423.JPEG,-0.6716194,0.47360647,0.47360647,0.47360647,-5.2635064,0.8764142,-0.17045885,0.9650768
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000526.JPEG,-2.72095,-0.87742543,-0.87742543,-0.87742543,-18.004309,-0.34556606,-1.2380607,-0.2252295
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000628.JPEG,-2.972179,-1.1826785,-1.1826785,-1.1826785,-24.003824,-0.5406728,-1.3967174,-0.62406576
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000960.JPEG,-2.6841874,-0.37870586,-0.37870586,-0.37870586,-33.36572,-0.11861714,-1.1245131,-0.61024195
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00001462.JPEG,-2.1718457,-0.42828423,-0.42828423,-0.42828423,-7.7014503,0.0010886225,-0.93466765,0.46728447
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00001721.JPEG,-0.86843157,-0.78329945,-0.78329945,-0.78329945,-14.555209,0.33656147,-0.49723062,-0.016495109
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004525.JPEG,-3.148341,-0.7454431,-0.7454431,-0.7454431,-17.663322,-0.40114844,-1.3783989,-0.16271985
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004712.JPEG,-2.3271127,-0.7253783,-0.7253783,-0.7253783,-20.642796,-0.16778836,-1.0542955,-0.29884213
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004794.JPEG,-1.9676203,-0.9620724,-0.9620724,-0.9620724,-36.54148,-0.13952628,-0.9612559,-1.0367796
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006065.JPEG,-2.368841,0.44457787,0.44457787,0.44457787,-21.071007,0.35794377,-0.8378042,0.2735989
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006087.JPEG,-1.8837206,0.34084058,0.34084058,0.34084058,-24.448503,0.42994675,-0.6693441,0.09823179
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006515.JPEG,-2.9849646,-0.07514408,-0.07514408,-0.07514408,-33.09596,-0.04312012,-1.1813627,-0.4136991
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006920.JPEG,-1.5894772,1.0309384,1.0309384,1.0309384,-9.16804,0.8546126,-0.41735774,1.0922068
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00008442.JPEG,-1.5951688,0.8700294,0.8700294,0.8700294,-5.419698,0.770245,-0.45158836,1.1667048
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00008809.JPEG,-1.5395045,-0.55570835,-0.55570835,-0.55570835,-24.795092,0.15660912,-0.71353406,-0.4075523
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00009068.JPEG,-3.1136582,-0.40493786,-0.40493786,-0.40493786,-31.273684,-0.23371692,-1.297138,-0.56255233
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00009116.JPEG,-0.5216183,1.837206,1.837206,1.837206,-4.4213147,1.5940609,0.15929231,1.8337246
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012457.JPEG,-3.738681,-2.078261,-2.078261,-2.078261,-0.33907625,-1.101558,-1.8736687,0.6017978
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012533.JPEG,-1.7269627,0.29642576,0.29642576,0.29642576,-6.2386966,0.45331934,-0.61707664,0.83146536
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012831.JPEG,-3.0680137,0.3996998,0.3996998,0.3996998,-23.189657,0.18851773,-1.1192672,0.175241
test_set\small_test_set\real_lsun\airplane_00049.png,0.48309413,1.0186837,1.0186837,1.0186837,-24.517006,1.5612278,0.38808426,0.5565789
test_set\small_test_set\real_lsun\bedroom_00253.png,-1.6646805,1.117506,1.117506,1.117506,-12.39497,0.88042915,-0.42944944,1.015575
test_set\small_test_set\real_lsun\bicycle_00807.png,-0.47955006,1.1736952,1.1736952,1.1736952,-28.583693,1.2662567,0.043688174,0.5779137
test_set\small_test_set\real_lsun\bird_14085.png,0.44976708,0.20263383,0.44976708,0.44976708,-16.428898,1.221423,0.21274447,0.4479465
test_set\small_test_set\real_lsun\boat_00049.png,1.6767778,3.1298933,3.1298933,3.1298933,-30.417952,3.1526377,1.273392,2.1698897
test_set\small_test_set\real_lsun\bottle_16841.png,0.22273245,0.6398548,0.6398548,0.6398548,-25.101517,1.2923418,0.2112302,0.27459735
test_set\small_test_set\real_lsun\bus_07091.png,1.3358464,2.1299894,2.1299894,2.1299894,-30.550398,2.4560134,0.9415724,1.3144138
test_set\small_test_set\real_lsun\car_12364.png,1.9686549,2.525372,2.525372,2.525372,-23.921602,2.9476588,1.266898,1.7604495
test_set\small_test_set\real_lsun\cat_09253.png,0.23375025,1.4626089,1.4626089,1.4626089,-22.726034,1.6679714,0.37920773,0.93214685
test_set\small_test_set\real_lsun\chair_02356.png,0.91422904,1.6095312,1.6095312,1.6095312,-29.321669,2.0147185,0.67368513,0.90663004
test_set\small_test_set\real_lsun\church_09825.png,1.6213017,3.166446,3.166446,3.166446,-13.526754,3.1494112,1.2590396,2.551739
test_set\small_test_set\real_lsun\cow_15908.png,-0.48598593,1.661881,1.661881,1.661881,-31.107256,1.5120826,0.13830161,0.918713
test_set\small_test_set\real_lsun\dog_05450.png,0.70277,1.0347087,1.0347087,1.0347087,-23.534954,1.6606729,0.47690117,0.593981
test_set\small_test_set\real_lsun\horse_16219.png,0.07336292,0.24379471,0.24379471,0.24379471,-21.609472,1.0746926,0.07421239,0.13440788
test_set\small_test_set\real_lsun\motorbike_14864.png,1.3310108,1.7910359,1.7910359,1.7910359,-27.818518,2.2832422,0.87225443,1.080563
test_set\small_test_set\real_lsun\person_00049.png,1.1107186,0.87441736,1.1107186,1.1107186,-22.669205,1.7725644,0.6040287,0.6721914
test_set\small_test_set\real_lsun\pottedplant_11308.png,0.04110515,1.2243178,1.2243178,1.2243178,-31.118475,1.479515,0.25670862,0.5681516
test_set\small_test_set\real_lsun\sheep_07543.png,0.049377948,0.7517891,0.7517891,0.7517891,-26.777306,1.2691782,0.1659261,0.30760676
test_set\small_test_set\real_lsun\train_03655.png,0.8096045,2.469778,2.469778,2.469778,-30.755913,2.4175975,0.8040447,1.5982151
test_set\small_test_set\real_lsun\tvmonitor_14085.png,-0.4817537,1.2863404,1.2863404,1.2863404,-19.752598,1.3210241,0.065239385,0.8817573
test_set\small_test_set\stable_diffusion\captions_val2017_10935.png,0.96455777,1.6677431,1.6677431,1.6677431,10.34995,2.0642912,0.70488405,2.466762
test_set\small_test_set\stable_diffusion\captions_val2017_11319.png,1.3043103,1.2235779,1.3043103,1.3043103,10.669144,2.0077553,0.74895376,2.2661502
test_set\small_test_set\stable_diffusion\captions_val2017_11616.png,-0.23438975,0.68757844,0.68757844,0.68757844,15.893114,1.131006,0.042540178,2.268784
test_set\small_test_set\stable_diffusion\captions_val2017_13634.png,-0.90843594,0.37198842,0.37198842,0.37198842,15.016517,0.7486884,-0.2829854,2.0859725
test_set\small_test_set\stable_diffusion\captions_val2017_15485.png,-1.1416095,1.1091057,1.1091057,1.1091057,18.18239,1.0211241,-0.22722971,2.6105292
test_set\small_test_set\stable_diffusion\captions_val2017_16437.png,-0.8498075,0.11494203,0.11494203,0.11494203,10.559313,0.6623175,-0.31127036,1.7172079
test_set\small_test_set\stable_diffusion\captions_val2017_17068.png,0.19693944,0.24597402,0.24597402,0.24597402,8.91173,1.1276509,0.12281557,1.663166
test_set\small_test_set\stable_diffusion\captions_val2017_18675.png,1.0538868,1.8225574,1.8225574,1.8225574,18.07099,2.1785443,0.77050364,3.0168815
test_set\small_test_set\stable_diffusion\captions_val2017_107862.png,0.99431634,2.6520853,2.6520853,2.6520853,14.466372,2.592964,0.9123138,3.3873372
test_set\small_test_set\stable_diffusion\captions_val2017_111064.png,0.46542677,1.5449839,1.5449839,1.5449839,27.91062,1.7989904,0.4859024,3.4600215
test_set\small_test_set\stable_diffusion\captions_val2017_113211.png,0.64653707,1.1508747,1.1508747,1.1508747,8.489276,1.6881802,0.47809243,2.0551653
test_set\small_test_set\stable_diffusion\captions_val2017_115161.png,-0.78938395,0.13177854,0.13177854,0.13177854,13.884365,0.69124085,-0.28436795,1.9297175
test_set\small_test_set\stable_diffusion\captions_val2017_118293.png,0.5521947,0.529703,0.5521947,0.5521947,18.485777,1.3878946,0.31773916,2.3739429
test_set\small_test_set\stable_diffusion\captions_val2017_119143.png,-0.12860045,0.8760129,0.8760129,0.8760129,10.822677,1.2543569,0.121264525,2.048321
test_set\small_test_set\stable_diffusion\captions_val2017_121297.png,-1.2038717,0.26381153,0.26381153,0.26381153,14.981095,0.60132945,-0.41966635,2.0440907
test_set\small_test_set\stable_diffusion\captions_val2017_128814.png,-0.8904599,0.20566884,0.20566884,0.20566884,7.0137014,0.68467855,-0.30906683,1.5338717
test_set\small_test_set\stable_diffusion\captions_val2017_133434.png,-0.5318794,1.7191142,1.7191142,1.7191142,18.237974,1.5274523,0.13179877,2.9615808
test_set\small_test_set\stable_diffusion\captions_val2017_137943.png,-1.0887858,1.1406566,1.1406566,1.1406566,18.593596,1.052973,-0.20036234,2.6522105
test_set\small_test_set\stable_diffusion\captions_val2017_141432.png,-1.284301,1.4290076,1.4290076,1.4290076,6.0692987,1.1476812,-0.21920742,2.0811067
