filename,clipdet_latent10k_plus_global,clipdet_latent10k_plus_local,clipdet_latent10k_plus_fusiongl,clipdet_latent10k_plus,Corvi2023,clipdet_latent10k_plus_fusion_soft_or,clipdet_latent10k_plus_fusion_w_70G_30L,clipdet_latent10k_plus_fusion_w_50G_50L,clipdet_latent10k_plus_fusion_w_30G_70L,clipdet_latent10k_plus_fusion_max_calibrated,clipdet_latent10k_plus_fusion_dynamic,fusion
DDPM/celebahq_039.png,0.2724441,1.8588297,1.8588297,1.8588297,0.5448099,1.6742628,0.25585184,0.39315414,0.5304565,0.73640996,0.5065594,1.786258
DDPM/celebahq_040.png,0.6255827,2.0780082,2.0780082,2.0780082,1.9143199,1.9071984,0.44854924,0.56253886,0.67652845,0.84751284,0.6416198,1.9660093
DDPM/celebahq_041.png,-0.13401115,2.375758,2.375758,2.375758,1.8894085,1.7436484,0.15103443,0.39315143,0.63526845,0.99844396,0.61957556,2.1245353
DDPM/celebahq_042.png,1.2110419,1.5467453,1.5467453,1.5467453,1.7891574,1.9657496,0.63196874,0.6166098,0.6012509,0.6550071,0.6180835,1.690794
DDPM/celebahq_043.png,0.7974646,2.2492914,2.2492914,2.2492914,1.700632,2.050746,0.55216455,0.66135675,0.77054894,0.9343373,0.73407775,2.0469694
DDPM/celebahq_044.png,1.409115,2.530945,2.530945,2.530945,2.2394829,2.446346,0.87102544,0.9299065,0.9887876,1.0771092,0.95141995,2.2265608
DDPM/celebahq_045.png,0.33213136,1.770178,1.770178,1.770178,-0.13093854,1.6620675,0.26930645,0.38992512,0.5105438,0.6914719,0.4781962,1.7088457
DDPM/celebahq_046.png,-0.29571798,2.5739627,2.5739627,2.5739627,0.29357275,1.7777723,0.108199775,0.39126134,0.67432284,1.0989152,0.6548249,2.1605904
DDPM/celebahq_047.png,0.6997497,0.9861624,0.9861624,0.9861624,1.7997121,1.5226313,0.31598085,0.3097148,0.30344874,0.3253799,0.3099602,1.4333488
DDPM/celebahq_048.png,-0.19149435,1.4154105,1.4154105,1.4154105,1.2338284,1.3210994,-0.020948693,0.13121897,0.28338662,0.5116381,0.18085262,1.599881
DDPM/celebahq_049.png,0.38338128,2.6408076,2.6408076,2.6408076,3.1571338,2.0462108,0.42483303,0.6271091,0.82938516,1.1327993,0.86305416,2.3316007
DDPM/celebahq_050.png,0.72974813,1.8860191,1.8860191,1.8860191,1.7255508,1.8745545,0.46636152,0.547456,0.6285506,0.7501924,0.5880041,1.8570774
DDPM/celebahq_051.png,0.938964,0.63700175,0.938964,0.938964,2.7441144,1.5163683,0.37083745,0.29832906,0.22582066,0.47960004,0.33083296,1.4630651
DDPM/celebahq_052.png,0.93875813,2.5360975,2.5360975,2.5360975,1.4453617,2.2315211,0.65954345,0.7795942,0.899645,1.0797211,0.8670599,2.1921244
DDPM/celebahq_053.png,1.3966472,1.4047168,1.4047168,1.4047168,3.8405306,2.005349,0.6941313,0.64044166,0.58675194,0.77466583,0.6583504,1.7287191
DDPM/celebahq_054.png,0.39871892,2.4687662,2.4687662,2.4687662,0.9783112,1.9781952,0.40559205,0.5884487,0.7713054,1.0455904,0.7839918,2.133081
DDPM/celebahq_055.png,0.67988133,1.6191494,1.6191494,1.6191494,1.4957875,1.7482555,0.403274,0.46374273,0.52421147,0.6149146,0.48642316,1.711601
DDPM/celebahq_056.png,-0.01722753,1.5672535,1.5672535,1.5672535,3.9246442,1.4456589,0.08078653,0.22587843,0.37097034,0.5886082,0.3064457,1.8099005
DDPM/celebahq_057.png,0.8887539,1.2321893,1.2321893,1.2321893,1.6088285,1.6977074,0.43868953,0.432996,0.42730248,0.44722983,0.43319857,1.5332229
DDPM/celebahq_058.png,1.1762261,1.2424818,1.2424818,1.2424818,1.6945256,1.8384609,0.569987,0.5282706,0.48655415,0.6325616,0.5391079,1.542323
DDPM/celebahq_059.png,1.1074902,2.867987,2.867987,2.867987,0.9754702,2.447268,0.7861609,0.91810286,1.0500448,1.2479578,1.0231255,2.3586473
DDPM/celebahq_060.png,0.18246725,2.0719852,2.0719852,2.0719852,0.6368074,1.7274998,0.24766149,0.41817528,0.5886891,0.8444598,0.58672476,1.9019748
DDPM/celebahq_061.png,0.09565279,2.4032462,2.4032462,2.4032462,0.62282944,1.835997,0.2588588,0.47414997,0.6894412,1.012378,0.7118026,2.0805032
DDPM/celebahq_062.png,0.24635574,1.7819726,1.7819726,1.7819726,2.8683884,1.6328487,0.23239073,0.36526498,0.49813923,0.69745064,0.47172496,1.8609858
DDPM/celebahq_063.png,0.26333734,1.4677228,1.4677228,1.4677228,1.0539225,1.5146425,0.19226575,0.29109138,0.38991702,0.5381555,0.3509197,1.6159778
DDPM/celebahq_064.png,0.2363539,2.7139351,2.7139351,2.7139351,3.6977925,2.0224829,0.36960223,0.5982496,0.8268969,1.169868,0.8935173,2.3987436
DDPM/celebahq_065.png,0.64478505,1.8560784,1.8560784,1.8560784,1.4651322,1.8259751,0.42346573,0.5124799,0.6014941,0.7350153,0.56120026,1.8290683
DDPM/celebahq_066.png,0.18485555,1.4638324,1.4638324,1.4638324,2.9190037,1.4818761,0.15625638,0.26480696,0.37335753,0.5361834,0.3350354,1.7084291
DDPM/celebahq_067.png,0.56331575,1.3524034,1.3524034,1.3524034,2.1028128,1.5957627,0.31010503,0.35856056,0.4070161,0.47969943,0.3731638,1.6140907
DDPM/celebahq_068.png,0.524403,2.7136333,2.7136333,2.7136333,0.7376332,2.1330643,0.4995489,0.69102496,0.88250095,1.169715,0.9041349,2.2595885
DDPM/celebahq_069.png,0.7416291,1.8460419,1.8460419,1.8460419,0.9118834,1.8639026,0.46564388,0.54115355,0.6166632,0.7299278,0.5763719,1.7972176
DDPM/celebahq_070.png,0.4072269,2.2367594,2.2367594,2.2367594,2.5800037,1.8834543,0.3741499,0.53238845,0.690627,0.9279848,0.68120176,2.0825465
DDPM/celebahq_071.png,0.20881084,2.3864481,2.3864481,2.3864481,1.4004942,1.8703914,0.3073709,0.5063686,0.7053663,1.0038629,0.7352878,2.107332
DDPM/celebahq_072.png,-0.28805047,0.4783073,0.4783073,0.4783073,0.75643337,0.9279719,-0.2070301,-0.13741726,-0.06780441,0.03661487,-0.16118287,1.1695874
DDPM/celebahq_073.png,0.1948435,2.6237109,2.6237109,2.6237109,1.4711885,1.9677497,0.33714864,0.5620013,0.7868539,1.1241329,0.8483852,2.2423358
DDPM/celebahq_074.png,0.26669654,1.7073805,1.7073805,1.7073805,1.2688249,1.6108172,0.2302269,0.3529162,0.4756055,0.6596395,0.44415203,1.7442539
DDPM/celebahq_075.png,0.12093595,1.0263889,1.0263889,1.0263889,2.4294574,1.2888017,0.06088753,0.1333313,0.20577504,0.3144407,0.15733676,1.4839375
DDPM/celebahq_076.png,0.40431747,2.3261094,2.3261094,2.3261094,3.7062986,1.9198475,0.38642454,0.55409664,0.7217687,0.97327685,0.72019243,2.185818
DDPM/celebahq_077.png,-0.38151607,1.4772155,1.4772155,1.4772155,1.0185649,1.280229,-0.09730403,0.085630655,0.26856536,0.54296744,0.12469725,1.6188017
DDPM/celebahq_078.png,-0.13869828,2.8693957,2.8693957,2.8693957,-1.5162225,1.9605216,0.22398758,0.5167545,0.80952144,1.2486719,0.86455524,2.2507555
DDPM/celebahq_079.png,0.96779895,1.8268459,1.8268459,1.8268459,-1.1540817,1.9575986,0.564792,0.60919344,0.6535949,0.72019714,0.6214649,1.6905745
DDPM/celebahq_080.png,0.7179184,1.5033807,1.5033807,1.5033807,0.839861,1.7206553,0.40283442,0.44666195,0.49048945,0.5562307,0.45861945,1.6226473
DDPM/celebahq_081.png,0.7881167,1.9854517,1.9854517,1.9854517,2.0486476,1.9396846,0.50782335,0.5914725,0.67512167,0.8005954,0.63457835,1.9241492
DDPM/celebahq_082.png,0.29573175,1.7128499,1.7128499,1.7128499,1.6187881,1.6245356,0.24416181,0.36366183,0.48316184,0.66241187,0.4503496,1.7641606
DDPM/celebahq_083.png,-0.14503106,1.7895304,1.7895304,1.7895304,1.3523974,1.4903896,0.05691263,0.24101809,0.42512354,0.7012817,0.34985068,1.7897059
DDPM/celebahq_084.png,0.092882335,1.6571208,1.6571208,1.6571208,-0.33586863,1.523217,0.14414388,0.2841492,0.42415455,0.63416255,0.38101223,1.6419073
DDPM/celebahq_085.png,1.3515574,2.942651,2.942651,2.942651,1.9597236,2.5915186,0.90765935,1.015701,1.1237428,1.2858055,1.0869335,2.4466145
DDPM/celebahq_086.png,0.6726811,2.1298,2.1298,2.1298,0.9665098,1.9482526,0.4776802,0.59084773,0.7040152,0.8737665,0.66882133,1.9481956
DDPM/celebahq_087.png,1.2525556,2.6737087,2.6737087,2.6737087,0.44475457,2.4314685,0.82208264,0.9156239,1.0091652,1.149477,0.96933556,2.2237132
DDPM/celebahq_088.png,1.2781516,1.03129,1.2781516,1.2781516,1.684283,1.8153265,0.58386827,0.5075988,0.43132934,0.69827247,0.5435209,1.5582217
DDPM/celebahq_089.png,-0.4373186,2.0331714,2.0331714,2.0331714,2.12663,1.4960756,-0.037941754,0.20855154,0.45504484,0.8247848,0.33523655,1.9528049
DDPM/celebahq_090.png,0.23445573,1.354464,1.354464,1.354464,-1.1637225,1.4590575,0.16200842,0.25307572,0.34414303,0.48074397,0.3040312,1.4538183
DDPM/celebahq_091.png,0.34381655,1.479335,1.479335,1.479335,-0.22099283,1.551811,0.23035079,0.3199768,0.40960282,0.5440418,0.36935824,1.5593554
DDPM/celebahq_092.png,1.0596106,1.2519996,1.2519996,1.2519996,-1.310521,1.7854892,0.5188074,0.49309218,0.46737698,0.5573802,0.49721944,1.3979722
DDPM/celebahq_093.png,1.2300086,1.9853389,1.9853389,1.9853389,1.5893271,2.1418452,0.70722586,0.73388654,0.7605472,0.80053824,0.7383225,1.9017955
DDPM/celebahq_094.png,0.098160505,2.6205204,2.6205204,2.6205204,2.2772343,1.9313105,0.29303175,0.53002715,0.7670225,1.1225156,0.81762207,2.278256
DDPM/celebahq_095.png,0.64020693,1.6599047,1.6599047,1.6599047,2.8842394,1.7468064,0.39156723,0.46128333,0.5309995,0.6355737,0.49135655,1.8012521
DDPM/celebahq_096.png,0.91441345,2.1587892,2.1587892,2.1587892,2.1003609,2.0652783,0.5911791,0.6761168,0.7610546,0.88846123,0.72054124,2.0177197
DDPM/celebahq_097.png,0.6706737,2.2547438,2.2547438,2.2547438,1.6772541,1.9987686,0.49577472,0.621868,0.7479613,0.9371012,0.7180741,2.0487952
DDPM/celebahq_098.png,0.51063085,2.0603185,2.0603185,2.0603185,2.673307,1.8521508,0.39398295,0.5210009,0.6480189,0.8385458,0.6185778,1.9937733
DDPM/celebahq_099.png,0.7023983,1.6788352,1.6788352,1.6788352,0.3573538,1.7812264,0.4225121,0.4861285,0.54974496,0.6451696,0.5112115,1.685813
DDPM/celebahq_100.png,1.2111897,2.6410792,2.6410792,2.6410792,1.0841473,2.3986053,0.7984528,0.8940197,0.9895866,1.132937,0.95003927,2.2342837
DDPM/celebahq_1000.png,0.515803,1.5999571,1.5999571,1.5999571,1.9222685,1.6702827,0.32630908,0.40598816,0.48566723,0.60518587,0.44515124,1.7233862
DDPM/celebahq_1001.png,0.084321916,2.1692975,2.1692975,2.1692975,0.6494026,1.7319103,0.2181683,0.41120246,0.60423666,0.8937879,0.5991662,1.9544532
DDPM/celebahq_1002.png,0.004340887,2.8287292,2.8287292,2.8287292,0.033494014,1.9903995,0.28235498,0.5525558,0.8227566,1.2280579,0.8919504,2.2940104
DDPM/celebahq_1003.png,0.815851,2.6441758,2.6441758,2.6441758,1.8030499,2.2237473,0.62051284,0.7673682,0.9142235,1.1345066,0.89641225,2.2692606
DDPM/celebahq_1004.png,0.79834414,1.6610649,1.6610649,1.6610649,1.5221092,1.8167803,0.46310875,0.51255244,0.56199616,0.63616174,0.5277543,1.7336165
DDPM/celebahq_1005.png,0.15065041,1.8040605,1.8040605,1.8040605,0.30029187,1.6048172,0.19255918,0.34001285,0.48746654,0.7086471,0.46073645,1.7465385
DDPM/celebahq_1006.png,0.9624404,0.86100554,0.9624404,0.9624404,1.4304094,1.6023852,0.41549665,0.36267102,0.3098454,0.49473512,0.38001123,1.4037819
DDPM/celebahq_1007.png,0.14506492,2.121371,2.121371,2.121371,1.5228282,1.7341378,0.23829253,0.41863573,0.59897894,0.8694937,0.5970764,1.9701067
DDPM/celebahq_1008.png,0.88271034,1.4247415,1.4247415,1.4247415,0.55983216,1.7655413,0.46524394,0.47985083,0.49445772,0.51636803,0.48118377,1.5709289
DDPM/celebahq_1009.png,0.073340714,1.7613461,1.7613461,1.7613461,-0.1746658,1.5581443,0.15117474,0.3042662,0.4573577,0.6869949,0.41725227,1.7022812
DDPM/celebahq_101.png,1.6306384,2.6030474,2.6030474,2.6030474,0.29752517,2.5842178,0.9819605,1.0195885,1.0572164,1.1136583,1.0284115,2.17714
DDPM/celebahq_1010.png,0.10609123,2.878374,2.878374,2.878374,1.9886934,2.0479925,0.33582306,0.5979374,0.8600517,1.2532232,0.9488955,2.4109561
DDPM/celebahq_1011.png,0.80063546,3.4898112,3.4898112,3.4898112,-0.056951772,2.5881712,0.7422435,0.97679234,1.211341,1.5631642,1.2859753,2.6804438
DDPM/celebahq_1012.png,0.5160383,1.8609306,1.8609306,1.8609306,0.6842201,1.7735736,0.366102,0.47220856,0.5783151,0.7374749,0.5409695,1.7939752
DDPM/celebahq_1013.png,-0.25626412,1.4710277,1.4710277,1.4710277,3.8663297,1.3206466,-0.04172057,0.12443696,0.2905945,0.5398308,0.17586216,1.7611191
DDPM/celebahq_1014.png,0.8649727,1.0858326,1.0858326,1.0858326,1.4620098,1.6341985,0.40570068,0.38823566,0.37077063,0.43189824,0.3901409,1.4595947
DDPM/celebahq_1015.png,1.1932327,1.8984151,1.8984151,1.8984151,0.8333049,2.0905216,0.6774107,0.7000008,0.7225909,0.75647604,0.70318687,1.820416
DDPM/celebahq_1016.png,-0.09824979,0.57628745,0.57628745,0.57628745,2.3645418,1.0367835,-0.10647568,-0.051402178,0.0036713257,0.08628159,-0.05847319,1.2947881
DDPM/celebahq_1017.png,0.44024536,0.8352333,0.8352333,0.8352333,0.45700648,1.3532988,0.17591807,0.18781084,0.19970362,0.21754278,0.18869458,1.2987157
DDPM/celebahq_1018.png,0.52642965,2.1269445,2.1269445,2.1269445,2.5133193,1.8859944,0.4112447,0.5429802,0.67471576,0.872319,0.64768577,2.0209217
DDPM/celebahq_1019.png,0.23395309,0.90906805,0.90906805,0.90906805,1.2418993,1.291715,0.09404942,0.14002675,0.18600407,0.25497007,0.15318082,1.3709621
DDPM/celebahq_102.png,1.0465813,1.6348283,1.6348283,1.6348283,-2.1216552,1.9203975,0.57114494,0.5859213,0.60069776,0.62286234,0.5872853,1.5480481
DDPM/celebahq_1020.png,-0.8576174,2.6778631,2.6778631,2.6778631,1.9986714,1.6630158,-0.12957731,0.23646846,0.60251427,1.151583,0.4489189,2.297361
DDPM/celebahq_1021.png,1.6319897,2.2813606,2.2813606,2.2813606,2.3966136,2.4549947,0.93365085,0.9384916,0.9433324,0.9505934,0.93863803,2.097609
DDPM/celebahq_1022.png,0.71540725,2.5245087,2.5245087,2.5245087,0.5958341,2.1304185,0.556986,0.7046605,0.8523349,1.0738467,0.83508646,2.1465678
DDPM/celebahq_1023.png,0.55324304,1.4800667,1.4800667,1.4800667,0.6677845,1.6399071,0.32497332,0.38767028,0.4503672,0.5444127,0.4120392,1.602893
DDPM/celebahq_1024.png,0.75242376,1.8801999,1.8801999,1.8801999,1.3239174,1.8821409,0.4757098,0.5532906,0.6308714,0.7472426,0.5904433,1.8345912
DDPM/celebahq_1025.png,0.15648451,1.4209805,1.4209805,1.4209805,2.0337858,1.4539171,0.13693637,0.24480069,0.35266504,0.5144615,0.30952606,1.6428266
DDPM/celebahq_1026.png,0.9951811,2.5589967,2.5589967,2.5589967,1.1395483,2.2661238,0.68848866,0.8035859,0.91868305,1.0913289,0.88417006,2.1907454
DDPM/celebahq_1027.png,0.65438926,0.57574606,0.65438926,0.65438926,1.3617096,1.3609481,0.23309752,0.1910717,0.14904588,0.29613626,0.20206982,1.2714577
DDPM/celebahq_1028.png,0.13016638,1.3197107,1.3197107,1.3197107,2.5975537,1.404137,0.10965909,0.21065001,0.31164095,0.46312732,0.2630614,1.6243591
DDPM/celebahq_1029.png,0.3398262,2.3635933,2.3635933,2.3635933,1.8082727,1.9104999,0.36302078,0.5428085,0.72259617,0.9922777,0.73224294,2.1140475
DDPM/celebahq_103.png,1.0153148,1.4114814,1.4114814,1.4114814,-0.36302224,1.8223728,0.52307,0.51923466,0.5153994,0.52882296,0.51932657,1.5196099
DDPM/celebahq_1030.png,-0.47249228,2.403972,2.403972,2.403972,2.3906772,1.6474528,0.0025731921,0.29119393,0.5798147,1.0127459,0.4955615,2.163858
DDPM/celebahq_1031.png,0.5037286,1.6837684,1.6837684,1.6837684,2.188658,1.698026,0.33360547,0.42333826,0.5130711,0.6476703,0.47283563,1.7779659
DDPM/celebahq_1032.png,0.37884042,2.548021,2.548021,2.548021,1.8789973,2.0044184,0.40867358,0.6021283,0.79558307,1.0857652,0.81935465,2.2190306
DDPM/celebahq_1033.png,0.39530447,2.9700406,2.9700406,2.9700406,1.4648556,2.1949584,0.48028088,0.71439755,0.94851434,1.2996894,1.0225544,2.439778
DDPM/celebahq_1034.png,0.19843349,1.1321716,1.1321716,1.1321716,-1.0393432,1.3597474,0.11194767,0.18512337,0.25829905,0.36806262,0.21822174,1.3551505
DDPM/celebahq_1035.png,-0.58184564,1.6046643,1.6046643,1.6046643,1.0375696,1.2682407,-0.1683286,0.053357273,0.2750432,0.607572,0.08290064,1.6819034
DDPM/celebahq_1036.png,-0.107293814,2.2851305,2.2851305,2.2851305,1.0053103,1.7134771,0.14930974,0.3787939,0.6082781,0.9525044,0.5862818,2.0335748
DDPM/celebahq_1037.png,0.9731996,1.7396977,1.7396977,1.7396977,-2.134279,1.9263465,0.5539765,0.5888464,0.6237163,0.6760212,0.59642667,1.601161
DDPM/celebahq_1038.png,0.9298631,2.6286857,2.6286857,2.6286857,0.47205988,2.2665677,0.6696093,0.80019367,0.930778,1.1266546,0.903139,2.1994653
DDPM/celebahq_1039.png,1.1068528,1.9267771,1.9267771,1.9267771,2.7447178,2.0608683,0.6427418,0.67934495,0.7159481,0.7708529,0.6876954,1.9281794
DDPM/celebahq_104.png,0.82675886,0.9816835,0.9816835,0.9816835,0.25589594,1.5796639,0.3726172,0.34952062,0.3264241,0.407262,0.35285103,1.3517758
DDPM/celebahq_1040.png,0.27870104,1.8436937,1.8436937,1.8436937,1.2444904,1.6705662,0.25637376,0.39133483,0.52629584,0.7287375,0.50104356,1.81204
DDPM/celebahq_1041.png,-0.61219394,2.232568,2.232568,2.232568,2.0870879,1.5300184,-0.08653796,0.20271865,0.49197525,0.92586017,0.3473373,2.0564673
DDPM/celebahq_1042.png,0.0064363778,2.15591,2.15591,2.15591,2.1113043,1.6980369,0.18098378,0.3827032,0.58442265,0.88700175,0.56679875,2.016719
DDPM/celebahq_1043.png,0.6408875,1.8629758,1.8629758,1.8629758,1.4590586,1.8270526,0.42275572,0.5129717,0.6031877,0.7385117,0.56299466,1.8323032
DDPM/celebahq_1044.png,0.59520566,1.0226482,1.0226482,1.0226482,-2.1832364,1.4884914,0.27435002,0.28526276,0.29617548,0.31254455,0.28600687,1.2497475
DDPM/celebahq_1045.png,0.9942173,2.9895809,2.9895809,2.9895809,0.8476778,2.4493074,0.7535334,0.912408,1.0712826,1.3095945,1.0623614,2.4232805
DDPM/celebahq_1046.png,0.7145965,2.8309581,2.8309581,2.8309581,-0.7138773,2.2612293,0.60322237,0.7820696,0.9609168,1.2291877,0.9696479,2.262683
DDPM/celebahq_1047.png,0.36779323,1.5176035,1.5176035,1.5176035,1.2075318,1.5765365,0.24699071,0.3374049,0.42781907,0.5634404,0.38764423,1.6476945
DDPM/celebahq_1048.png,0.44924226,-0.12728655,0.44924226,0.44924226,0.45061332,1.0438609,0.033606112,-0.05324257,-0.14009126,0.16387914,-0.06479178,1.1419765
DDPM/celebahq_1049.png,0.95870185,0.3266855,0.95870185,0.95870185,1.6394805,1.4274962,0.33255446,0.22604087,0.11952728,0.4923249,0.28522733,1.4130783
DDPM/celebahq_105.png,0.74384284,1.9291087,1.9291087,1.9291087,-0.035323184,1.8978369,0.479275,0.5629207,0.6465663,0.7720348,0.60602295,1.7953936
DDPM/celebahq_1050.png,0.8316901,1.6964744,1.6964744,1.6964744,-0.029307548,1.8453711,0.4835421,0.5322761,0.5810101,0.6541111,0.5470469,1.6762395
DDPM/celebahq_1051.png,0.81247854,1.9638295,1.9638295,1.9638295,2.730127,1.9417605,0.5155294,0.59384525,0.67216116,0.789635,0.6316965,1.9464992
