filename,clipdet_latent10k_plus_global,clipdet_latent10k_plus_local,clipdet_latent10k_plus_fusiongl,clipdet_latent10k_plus,Corvi2023,clipdet_latent10k_plus_fusion_soft_or,clipdet_latent10k_plus_fusion_w_70G_30L,clipdet_latent10k_plus_fusion_w_50G_50L,clipdet_latent10k_plus_fusion_w_30G_70L,clipdet_latent10k_plus_fusion_max_calibrated,clipdet_latent10k_plus_fusion_dynamic,fusion
test_set\small_test_set\biggan_512\biggan_538_402332.png,0.0064397156,0.90398085,0.90398085,0.90398085,-6.5419526,1.5417978,0.27431107,0.32057905,0.36684704,0.43624905,0.33389926,1.3744783
test_set\small_test_set\biggan_512\biggan_568_585275.png,1.4053187,1.3810401,1.4053187,1.4053187,-5.566471,2.2958739,0.8929081,0.8322622,0.77161634,0.9838769,0.8550747,1.6453779
test_set\small_test_set\biggan_512\biggan_640_995650.png,-2.2306728,0.9951509,0.9951509,0.9951509,-12.993683,0.93469757,-0.58369446,-0.27893728,0.025819868,0.48295566,-0.48611212,1.1561093
test_set\small_test_set\biggan_512\biggan_724_809178.png,-0.9934249,0.71899295,0.71899295,0.71899295,-3.458319,1.1314236,-0.14386308,-0.0051938295,0.13347541,0.3414793,-0.0069943666,1.4368886
test_set\small_test_set\biggan_512\biggan_757_989544.png,0.7075279,0.25800675,0.7075279,0.7075279,-9.629759,1.5972974,0.44831225,0.35031304,0.25231385,0.59531105,0.40916425,1.156311
test_set\small_test_set\biggan_512\biggan_769_242538.png,-0.28803426,2.8673863,2.8673863,2.8673863,0.78044647,2.2698216,0.46128342,0.7415185,1.0217535,1.4421061,1.1651924,2.6627965
test_set\small_test_set\biggan_512\biggan_861_680710.png,0.83867466,1.842331,1.842331,1.842331,-6.0123687,2.233608,0.7429286,0.79265416,0.8423797,0.916968,0.80802906,1.8382887
test_set\small_test_set\biggan_512\biggan_921_863539.png,-2.2700646,1.2858894,1.2858894,1.2858894,-6.6705894,1.0566196,-0.5543654,-0.21543199,0.12350145,0.6319016,-0.39520228,1.5421673
test_set\small_test_set\biggan_512\biggan_942_051885.png,1.7394421,0.3506404,1.7394421,1.7394421,-3.9582171,2.0968387,0.8647852,0.6613527,0.4579202,1.1699339,0.89979535,1.875172
test_set\small_test_set\biggan_512\biggan_974_443974.png,-1.9871869,-0.4413576,-0.4413576,-0.4413576,-11.651418,0.40211233,-0.70956266,-0.5791079,-0.4486531,-0.25297093,-0.6818558,0.61222965
test_set\small_test_set\dalle3\ann000000010284_00.png,-0.21633038,-0.3670288,-0.21633038,-0.21633038,11.570501,1.0171882,-0.007866185,-0.06701645,-0.12616672,0.08085922,-0.07691175,1.9378939
test_set\small_test_set\dalle3\ann000000029747_00.png,0.3523858,-1.1099712,0.3523858,0.3523858,8.308598,1.0507745,0.09963381,-0.098976746,-0.2975873,0.39754966,-0.14796144,1.9236786
test_set\small_test_set\dalle3\ann000000057264_00.png,-0.95558465,-0.46500748,-0.46500748,-0.46500748,14.140363,0.71126544,-0.31108296,-0.2979412,-0.28479946,-0.2650868,-0.29902023,2.0283594
test_set\small_test_set\dalle3\ann000000062293_00.png,-1.2518339,-0.9812151,-0.9812151,-0.9812151,25.386913,0.44254822,-0.50589603,-0.5126518,-0.5194075,-0.4957624,-0.512937,2.6309788
test_set\small_test_set\dalle3\ann000000105462_00.png,-0.4348734,-0.9284255,-0.4348734,-0.4348734,16.464876,0.76351804,-0.17933482,-0.27166682,-0.36399886,-0.04083678,-0.32402274,2.1814039
test_set\small_test_set\dalle3\ann000000118202_00.png,0.097845346,-1.3092779,0.097845346,0.097845346,14.3069315,0.8887783,-0.030216634,-0.22090001,-0.4115834,0.25580844,-0.32452482,2.1978998
test_set\small_test_set\dalle3\ann000000121497_00.png,-0.07059601,0.057667155,0.057667155,0.057667155,20.372185,1.2112222,0.11421231,0.08234611,0.050479904,0.16201162,0.088679306,2.5633514
test_set\small_test_set\dalle3\ann000000134102_00.png,-0.20306213,-0.22093907,-0.20306213,-0.20306213,8.395766,1.0685273,0.019758359,-0.025901172,-0.07156071,0.088247664,-0.028857093,1.7512643
test_set\small_test_set\dalle3\ann000000256511_00.png,-0.6416534,0.27028066,0.27028066,0.27028066,12.089121,1.0750818,-0.075706884,-0.022189781,0.031327315,0.11160298,-0.025158133,2.1185694
test_set\small_test_set\dalle3\ann000000295641_00.png,-1.824337,-2.38099,-1.824337,-1.824337,14.5437,-0.15361808,-0.9441878,-1.0306053,-1.1170228,-0.8145616,-1.0765673,1.7817538
test_set\small_test_set\dalle3\ann000000300429_00.png,-0.41017234,-0.72188985,-0.41017234,-0.41017234,14.965623,0.8330823,-0.13796385,-0.2118851,-0.28580633,-0.027081959,-0.24565375,2.0939505
test_set\small_test_set\dalle3\ann000000306265_00.png,-0.7144077,-1.7638304,-0.7144077,-0.7144077,11.693169,0.431771,-0.4166901,-0.5634863,-0.71028244,-0.19649585,-0.6924307,1.8145913
test_set\small_test_set\dalle3\ann000000355958_00.png,-1.0811969,-0.9456688,-0.9456688,-0.9456688,12.942561,0.5135474,-0.43391925,-0.4560368,-0.47815436,-0.40074295,-0.45909107,1.8394235
test_set\small_test_set\dalle3\ann000000372612_00.png,0.408591,-0.6976358,0.408591,0.408591,19.158855,1.1823502,0.18491445,0.02229239,-0.1403297,0.4288476,0.03135398,2.5966644
test_set\small_test_set\dalle3\ann000000375355_00.png,-0.43673468,-1.1364939,-0.43673468,-0.43673468,13.360858,0.70526266,-0.21203852,-0.325482,-0.43892553,-0.04187323,-0.40382662,1.9873644
test_set\small_test_set\dalle3\ann000000388247_00.png,-1.0693417,-1.3642846,-1.0693417,-1.0693417,14.814454,0.39508063,-0.4936355,-0.55996495,-0.6262944,-0.39414135,-0.5872131,1.9313768
test_set\small_test_set\dalle3\ann000000431926_00.png,0.65440595,-0.3029794,0.65440595,0.65440595,18.22028,1.4016507,0.34138718,0.19182529,0.04226339,0.56573004,0.26268268,2.6221979
test_set\small_test_set\dalle3\ann000000454885_00.png,-0.19705445,3.144546,3.144546,3.144546,11.253327,2.4259753,0.53934383,0.8378444,1.1363448,1.5840957,1.3101523,3.340073
test_set\small_test_set\dalle3\ann000000463688_00.png,0.4053209,1.0319469,1.0319469,1.0319469,10.68981,1.7432593,0.44946057,0.4644165,0.47937244,0.5018063,0.46581388,2.313696
test_set\small_test_set\dalle3\ann000000465544_00.png,0.056627363,-1.1096374,0.056627363,0.056627363,20.895533,0.92009515,-0.0156003535,-0.181238,-0.34687564,0.23285614,-0.25547653,2.5961657
test_set\small_test_set\DiffusionProjectedGan\seed0252.png,1.376235,2.4809995,2.4809995,2.4809995,0.649291,2.7235525,1.0506248,1.1059204,1.1612159,1.2441592,1.1249096,2.4547417
test_set\small_test_set\DiffusionProjectedGan\seed0518.png,1.878819,3.4764009,3.4764009,3.4764009,-8.864751,3.3802707,1.399514,1.5008259,1.6021378,1.7541057,1.5636392,2.6051495
test_set\small_test_set\DiffusionProjectedGan\seed0577.png,2.1521804,1.9963464,2.1521804,2.1521804,-3.30737,2.8756247,1.2785985,1.1978191,1.1170396,1.3997679,1.2380569,2.108535
test_set\small_test_set\DiffusionProjectedGan\seed1219.png,3.0341208,1.9859053,3.0341208,3.0341208,0.44909406,3.3016343,1.6207708,1.4406995,1.2606282,1.8908776,1.6306951,2.7366643
test_set\small_test_set\DiffusionProjectedGan\seed1420.png,1.4267437,2.9745598,2.9745598,2.9745598,-2.7235162,2.9585755,1.1461687,1.2464094,1.3466502,1.4970113,1.3079283,2.5649338
test_set\small_test_set\DiffusionProjectedGan\seed1581.png,1.2892983,2.330409,2.330409,2.330409,3.1508856,2.6228356,0.993593,1.0431411,1.0926893,1.1670115,1.058407,2.4984102
test_set\small_test_set\DiffusionProjectedGan\seed3198.png,1.4888096,3.0779498,3.0779498,3.0779498,-2.7929845,3.0308647,1.1862518,1.2901735,1.3940954,1.5499783,1.3561933,2.6180615
test_set\small_test_set\DiffusionProjectedGan\seed3431.png,2.7763534,3.2126682,3.2126682,3.2126682,-5.9035134,3.6828444,1.7088361,1.6831672,1.6574982,1.7473395,1.6872795,2.56641
test_set\small_test_set\DiffusionProjectedGan\seed3483.png,1.7637355,2.2122,2.2122,2.2122,-12.104193,2.7827451,1.160359,1.1449572,1.1295553,1.1834618,1.1464391,1.8006043
test_set\small_test_set\DiffusionProjectedGan\seed3497.png,1.8827882,1.5130658,1.8827882,1.8827882,-0.82674587,2.5632126,1.0993148,0.99902046,0.89872617,1.2497563,1.0606037,2.0864425
test_set\small_test_set\DiffusionProjectedGan\seed3745.png,1.4960111,1.1232392,1.4960111,1.4960111,-3.2200603,2.24214,0.888638,0.7914773,0.6943166,1.0343791,0.84934497,1.7917756
test_set\small_test_set\DiffusionProjectedGan\seed3770.png,1.7953544,1.961036,1.961036,1.961036,2.281779,2.6958652,1.1340823,1.0894247,1.0447671,1.2010688,1.1018376,2.2734964
test_set\small_test_set\DiffusionProjectedGan\seed6291.png,1.6988444,2.1302865,2.1302865,2.1302865,-2.9487457,2.7200694,1.1224754,1.1059077,1.0893399,1.1473271,1.1076221,2.1131124
test_set\small_test_set\DiffusionProjectedGan\seed6555.png,2.3055563,2.0592766,2.3055563,2.3055563,-3.2641082,2.973328,1.3480557,1.2566426,1.1652294,1.4851755,1.3079791,2.1886919
test_set\small_test_set\DiffusionProjectedGan\seed6637.png,1.3687894,1.1233791,1.3687894,1.3687894,-5.913921,2.1847548,0.839069,0.75609136,0.6731137,0.9635355,0.7985176,1.6132519
test_set\small_test_set\DiffusionProjectedGan\seed7004.png,2.0268297,1.1980689,2.0268297,2.0268297,0.4334962,2.5160022,1.1070496,0.9584386,0.80982757,1.3299662,1.0904524,2.2160978
test_set\small_test_set\DiffusionProjectedGan\seed9643.png,1.2679448,1.1663864,1.2679448,1.2679448,-8.573105,2.1554437,0.80637,0.73903,0.67169,0.90738004,0.76710695,1.4549642
test_set\small_test_set\DiffusionProjectedGan\seed10305.png,2.0299048,3.0170739,3.0170739,3.0170739,-0.045141846,3.244541,1.3878124,1.425235,1.4626576,1.5187914,1.4339623,2.7050843
test_set\small_test_set\DiffusionProjectedGan\seed11176.png,2.3457193,1.920934,2.3457193,2.3457193,-7.3666067,2.9381516,1.3424492,1.2323883,1.1223276,1.5075402,1.3062425,2.0419211
test_set\small_test_set\DiffusionProjectedGan\seed11824.png,1.5774039,1.9276682,1.9276682,1.9276682,0.3822099,2.5840642,1.0439978,1.0201945,0.9963913,1.0797027,1.0237317,2.165218
test_set\small_test_set\progan_lsun\airplane_00820.png,1.8130507,2.165959,2.165959,2.165959,-10.682555,2.786293,1.1724751,1.1468431,1.121211,1.210923,1.1509438,1.8250592
test_set\small_test_set\progan_lsun\bicycle_06930.png,1.550353,1.8536749,1.8536749,1.8536749,-4.816137,2.5426037,1.0220814,0.99370944,0.96533746,1.0646394,0.99873203,1.8941342
test_set\small_test_set\progan_lsun\bird_05454.png,2.4854262,0.6777074,2.4854262,2.4854262,-3.1739907,2.5635924,1.2058339,0.9528324,0.6998309,1.5853362,1.3068916,2.2857509
test_set\small_test_set\progan_lsun\bottle_02976.png,0.79024434,1.6901793,1.6901793,1.6901793,-13.805583,2.1526742,0.70066637,0.7401961,0.77972573,0.8390203,0.7499306,1.4711637
test_set\small_test_set\progan_lsun\bus_05450.png,2.9099114,2.0295548,2.9099114,2.9099114,-16.242994,3.256533,1.5790629,1.4172974,1.2555317,1.8217114,1.5724788,2.0570471
test_set\small_test_set\progan_lsun\car_09850.png,2.557486,3.4144192,3.4144192,3.4144192,-13.86078,3.666605,1.6545298,1.6739075,1.6932855,1.7223523,1.6762527,2.410008
test_set\small_test_set\progan_lsun\cat_05970.png,2.5144749,1.9384555,2.5144749,2.5144749,-15.30778,3.0264843,1.4109223,1.2838624,1.1568025,1.6015121,1.3815017,1.8636237
test_set\small_test_set\progan_lsun\chair_15766.png,1.412135,0.97373754,1.412135,1.412135,-16.391277,2.150905,0.83296645,0.7298291,0.6266917,0.98767257,0.7948772,1.2461647
test_set\small_test_set\progan_lsun\cow_03634.png,2.0673008,1.7703067,2.0673008,2.0673008,-21.459595,2.7473953,1.2107726,1.116286,1.0217996,1.3525025,1.1710691,1.4559655
test_set\small_test_set\progan_lsun\diningtable_10104.png,2.2940702,2.1486819,2.2940702,2.2940702,-16.56724,3.0035012,1.3573194,1.2763457,1.1953723,1.4787794,1.3167745,1.7068024
test_set\small_test_set\progan_lsun\dog_05830.png,3.2338254,2.1914449,3.2338254,3.2338254,-12.122594,3.4826999,1.7302045,1.5489516,1.3676989,2.0020835,1.7412925,2.3604496
test_set\small_test_set\progan_lsun\horse_12307.png,1.707066,2.177929,2.177929,2.177929,-19.82108,2.7431629,1.1330024,1.1204004,1.1077985,1.1519053,1.1213927,1.5565625
test_set\small_test_set\progan_lsun\motorbike_08828.png,0.09091449,2.1869178,2.1869178,2.1869178,-3.5179858,2.093238,0.50441444,0.6727247,0.84103507,1.0935005,0.8400183,2.1170607
test_set\small_test_set\progan_lsun\person_12892.png,3.1483927,2.1754615,3.1483927,3.1483927,-5.4782023,3.4332657,1.6944464,1.5210707,1.3476951,1.9545101,1.6979971,2.5474586
test_set\small_test_set\progan_lsun\pottedplant_06062.png,1.284103,0.5606783,1.284103,1.284103,-31.420792,1.9518139,0.7195767,0.58837605,0.45717537,0.9163778,0.6922621,0.82805324
test_set\small_test_set\progan_lsun\sheep_14005.png,2.264484,0.9442151,2.264484,2.264484,-20.375555,2.542409,1.1606714,0.9595827,0.7584941,1.4623042,1.1929736,1.5906194
test_set\small_test_set\progan_lsun\sofa_02909.png,3.4616313,3.1597621,3.4616313,3.4616313,-2.3412838,4.0003505,1.9678235,1.8604143,1.7530049,2.1289375,1.9308344,2.8480396
test_set\small_test_set\progan_lsun\sofa_09016.png,2.3021293,1.7253296,2.3021293,2.3021293,-7.0303617,2.8418665,1.2953954,1.1701474,1.0448997,1.4832671,1.2651081,2.0321314
test_set\small_test_set\progan_lsun\train_17058.png,0.46663484,1.982758,1.982758,1.982758,-17.17888,2.1444876,0.61949134,0.72503924,0.8305872,0.98890907,0.7930943,1.5211682
test_set\small_test_set\progan_lsun\tvmonitor_10558.png,2.22016,2.4447446,2.4447446,2.4447446,-6.053105,3.0891774,1.3740115,1.3316041,1.2891967,1.4376224,1.342802,2.1454546
test_set\small_test_set\real_coco_valid\000000010977.jpg,-1.6178082,1.5431237,1.5431237,1.5431237,-5.3835263,1.310816,-0.260584,0.032063812,0.32471165,0.7636834,0.055514246,1.7186657
test_set\small_test_set\real_coco_valid\000000020553.jpg,-2.150403,-1.5612705,-1.5612705,-1.5612705,-24.961416,-0.032151107,-0.94530386,-0.9114184,-0.87753296,-0.8267048,-0.9185777,-0.3305825
test_set\small_test_set\real_coco_valid\000000042889.jpg,-3.2393222,-1.5485091,-1.5485091,-1.5485091,-14.072458,-0.31411403,-1.3677988,-1.2113327,-1.0548664,-0.8201671,-1.3569888,0.15352863
test_set\small_test_set\real_coco_valid\000000044260.jpg,-2.6553063,-3.2980428,-2.6553063,-2.6553063,-30.306341,-0.67610645,-1.409039,-1.4968727,-1.5847065,-1.2772882,-1.5443298,-0.8869404
test_set\small_test_set\real_coco_valid\000000084650.jpg,-4.4093213,-2.317903,-2.317903,-2.317903,-14.555987,-0.8368913,-1.9421084,-1.7341716,-1.5262346,-1.2143294,-1.9824369,-0.0524652
test_set\small_test_set\real_coco_valid\000000100582.jpg,-2.072644,-1.8582888,-1.8582888,-1.8582888,-21.78741,-0.098401465,-0.9606426,-0.9658498,-0.97105706,-0.9528317,-0.9660193,-0.29390895
test_set\small_test_set\real_coco_valid\000000104455.jpg,-1.9208447,-2.2782345,-1.9208447,-1.9208447,-23.913465,-0.16272137,-0.9660136,-1.0311546,-1.0962956,-0.86830205,-1.0574436,-0.40426522
test_set\small_test_set\real_coco_valid\000000111951.jpg,-2.072714,-2.6635787,-2.072714,-2.072714,-18.730072,-0.31434178,-1.0844355,-1.1721454,-1.2598552,-0.9528707,-1.2194707,-0.21033543
test_set\small_test_set\real_coco_valid\000000144798.jpg,-3.6494718,-2.8953166,-2.8953166,-2.8953166,-15.532345,-0.87574804,-1.7346654,-1.6705152,-1.606365,-1.5101397,-1.6960173,-0.21207845
test_set\small_test_set\real_coco_valid\000000159311.jpg,-3.086393,-2.6316519,-2.6316519,-2.6316519,-31.383009,-0.6394912,-1.4746567,-1.4462016,-1.4177464,-1.3750637,-1.4512537,-0.9237811
test_set\small_test_set\real_coco_valid\000000164637.jpg,-2.8426256,-3.4490435,-2.8426256,-2.8426256,-19.565525,-0.7780991,-1.5052626,-1.5877062,-1.6701498,-1.3815972,-1.6295956,-0.42231637
test_set\small_test_set\real_coco_valid\000000172396.jpg,-3.8067758,-2.045239,-2.045239,-2.045239,-20.217974,-0.61919224,-1.6653329,-1.4965644,-1.3277957,-1.074643,-1.66472,-0.27434993
test_set\small_test_set\real_coco_valid\000000210855.jpg,-4.2488036,-2.8973196,-2.8973196,-2.8973196,-19.068377,-1.0195029,-1.9685903,-1.8378977,-1.7072048,-1.5111659,-1.9410081,-0.40613008
test_set\small_test_set\real_coco_valid\000000222299.jpg,-3.693308,-2.2007027,-2.2007027,-2.2007027,-37.667072,-0.6520053,-1.6449968,-1.5047941,-1.3645914,-1.1542873,-1.6228535,-0.99271214
test_set\small_test_set\real_coco_valid\000000225532.jpg,-3.6584818,-1.5054424,-1.5054424,-1.5054424,-11.741357,-0.3835469,-1.5245667,-1.317006,-1.1094452,-0.798104,-1.5644456,0.28212762
test_set\small_test_set\real_coco_valid\000000229858.jpg,-1.8102596,-0.2510923,-0.2510923,-0.2510923,-31.744326,0.5213802,-0.61135507,-0.4811101,-0.35086507,-0.15549758,-0.58353895,0.017852247
test_set\small_test_set\real_coco_valid\000000263860.jpg,-2.0745156,-1.2324961,-1.2324961,-1.2324961,-13.411316,0.097534455,-0.8651936,-0.8060734,-0.74695325,-0.658273,-0.8277607,0.2743103
test_set\small_test_set\real_coco_valid\000000269866.jpg,-2.767958,-2.2813072,-2.2813072,-2.2813072,-21.335613,-0.44070438,-1.2966872,-1.2677999,-1.2389125,-1.1955813,-1.2730063,-0.38779426
test_set\small_test_set\real_coco_valid\000000279887.jpg,-1.6108944,-0.6258163,-0.6258163,-0.6258163,-33.274673,0.4431011,-0.59123486,-0.5215876,-0.45194042,-0.3474695,-0.55160207,-0.19670445
test_set\small_test_set\real_coco_valid\000000289992.jpg,-2.6248796,-10.0,-2.6248796,-2.6248796,-15.117387,-1.2344292,-2.427207,-3.205115,-3.9830232,-1.260345,-5.0719204,-0.1421845
test_set\small_test_set\real_ffhq\000026.png,-2.8726046,-0.15890136,-0.15890136,-0.15890136,-9.816288,0.31194317,-1.0112841,-0.75327945,-0.4952749,-0.108267955,-1.119841,0.7975154
test_set\small_test_set\real_ffhq\000157.png,-0.61486256,0.10182613,0.10182613,0.10182613,-9.001959,1.0241573,-0.0911538,-0.057880335,-0.024606865,0.025303338,-0.06268966,0.93297654
test_set\small_test_set\real_ffhq\000202.png,-1.62128,-0.8271369,-0.8271369,-0.8271369,-9.2386675,0.3709162,-0.6262242,-0.5760477,-0.5258712,-0.4506065,-0.5917012,0.5992559
test_set\small_test_set\real_ffhq\000222.png,-2.3743255,-0.7399681,-0.7399681,-0.7399681,-7.305883,0.19028153,-0.90636134,-0.7633866,-0.6204119,-0.40594977,-0.8859712,0.7228402
test_set\small_test_set\real_ffhq\000496.png,-0.8626995,0.073253036,0.073253036,0.073253036,-11.699468,0.928932,-0.19215105,-0.13420354,-0.076256014,0.010665276,-0.15352955,0.80401087
test_set\small_test_set\real_ffhq\000542.png,-1.9885318,-2.0719094,-1.9885318,-1.9885318,-24.852129,-0.13120794,-0.96068746,-0.99715,-1.0336125,-0.9059937,-1.0054365,-0.4642083
test_set\small_test_set\real_ffhq\000665.png,-1.4706472,-0.27084807,-0.27084807,-0.27084807,-12.029102,0.6116822,-0.4820118,-0.39161372,-0.30121565,-0.16561851,-0.44183543,0.65728986
test_set\small_test_set\real_ffhq\000677.png,-1.5030786,-1.2820419,-1.2820419,-1.2820419,-14.505769,0.26364473,-0.65006447,-0.6596619,-0.6692593,-0.6356684,-0.66023743,0.20751679
test_set\small_test_set\real_ffhq\000926.png,-1.3987043,-0.67196035,-0.67196035,-0.67196035,-10.375306,0.4937827,-0.51561594,-0.47432828,-0.43304068,-0.37110922,-0.4849448,0.5930122
test_set\small_test_set\real_ffhq\001036.png,-1.1249765,0.20281291,0.20281291,0.20281291,-11.358355,0.89192194,-0.27447346,-0.1740413,-0.07360916,0.07703909,-0.21730371,0.87062365
test_set\small_test_set\real_ffhq\001059.png,-0.113833755,-0.6434493,-0.113833755,-0.113833755,-9.034535,0.9751969,-0.010396659,-0.10928417,-0.20817167,0.13793461,-0.13619423,0.8499083
test_set\small_test_set\real_ffhq\001099.png,-1.4002012,0.6443763,0.6443763,0.6443763,-11.839624,0.9837763,-0.31389076,-0.13756396,0.038762823,0.30325302,-0.19782482,1.0391345
test_set\small_test_set\real_ffhq\001349.png,-1.3728375,0.15409783,0.15409783,0.15409783,-8.628071,0.79873914,-0.3785757,-0.2555306,-0.13248546,0.052082244,-0.33246776,0.9701325
test_set\small_test_set\real_ffhq\001423.png,-0.8154198,0.45282844,0.45282844,0.45282844,-10.126897,1.0844576,-0.115384415,-0.023810983,0.06776245,0.20512262,-0.029261082,1.0260311
test_set\small_test_set\real_ffhq\001902.png,-1.1641984,0.8378943,0.8378943,0.8378943,-16.51598,1.1286156,-0.1921559,-0.02228485,0.14758618,0.40239275,-0.031747162,0.9586472
test_set\small_test_set\real_ffhq\001927.png,-2.1243665,-1.12348,-1.12348,-1.12348,-8.730302,0.1198454,-0.86787057,-0.7920286,-0.71618664,-0.6024237,-0.8275539,0.5387596
test_set\small_test_set\real_ffhq\001970.png,-1.5357027,-1.626142,-1.5357027,-1.5357027,-17.229126,0.1512721,-0.71566623,-0.75688696,-0.7981076,-0.6538352,-0.76746917,0.005823672
test_set\small_test_set\real_ffhq\002217.png,-3.3006482,-1.4368718,-1.4368718,-1.4368718,-9.522365,-0.28547034,-1.3745459,-1.1998115,-1.0250769,-0.7629751,-1.3793592,0.41477466
test_set\small_test_set\real_ffhq\002250.png,-2.0529592,-1.0629795,-1.0629795,-1.0629795,-6.560713,0.16109581,-0.83073795,-0.75664973,-0.6825615,-0.5714292,-0.79056937,0.66877794
test_set\small_test_set\real_ffhq\002295.png,-1.1638494,-0.392536,-0.392536,-0.392536,-12.268229,0.6653357,-0.3811255,-0.33736378,-0.2936021,-0.22795951,-0.34928554,0.60214174
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000423.JPEG,-0.6716194,-0.23612006,-0.23612006,-0.23612006,-5.2635064,0.88780224,-0.16521658,-0.16024819,-0.15527982,-0.14782725,-0.16040248,0.9880018
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000526.JPEG,-2.72095,-1.3114152,-1.3114152,-1.3114152,-18.004309,-0.105735,-1.1293002,-1.0062726,-0.88324493,-0.6987034,-1.0979972,0.03852296
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000628.JPEG,-2.972179,-2.3809934,-2.3809934,-2.3809934,-24.003824,-0.53045,-1.3916125,-1.3501949,-1.3087772,-1.2466507,-1.3608782,-0.5376947
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000960.JPEG,-2.6841874,-2.3363829,-2.3363829,-2.3363829,-33.36572,-0.43210128,-1.2724984,-1.2585835,-1.2446688,-1.2237966,-1.2597932,-0.9039757
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00001462.JPEG,-2.1718457,-0.50049657,-0.50049657,-0.50049657,-7.7014503,0.33156127,-0.79063094,-0.6456701,-0.50070924,-0.28326795,-0.7715426,0.77866304
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00001721.JPEG,-0.86843157,-0.1073916,-0.1073916,-0.1073916,-14.555209,0.8629948,-0.2221488,-0.18207182,-0.14199485,-0.08187938,-0.19207689,0.6141501
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004525.JPEG,-3.148341,-1.573548,-1.573548,-1.573548,-17.663322,-0.30285156,-1.3361831,-1.1924149,-1.0486468,-0.8329946,-1.3163083,-0.025211155
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004712.JPEG,-2.3271127,-2.1566129,-2.1566129,-2.1566129,-20.642796,-0.26772973,-1.1056831,-1.1131165,-1.1205499,-1.094533,-1.1134617,-0.32333207
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004794.JPEG,-1.9676203,-2.3239934,-1.9676203,-1.9676203,-36.54148,-0.19130877,-0.99127924,-1.0558994,-1.1205194,-0.8943491,-1.0817732,-0.86827266
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006065.JPEG,-2.368841,-1.2101754,-1.2101754,-1.2101754,-21.071007,0.021723423,-0.97649,-0.8823037,-0.7881174,-0.646838,-0.9367454,-0.057170093
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006087.JPEG,-1.8837206,-0.6500517,-0.6500517,-0.6500517,-24.448503,0.35425928,-0.70130616,-0.6037574,-0.5062086,-0.35988536,-0.6620793,0.03435558
