filename,clipdet_latent10k_plus_global,clipdet_latent10k_plus_local,clipdet_latent10k_plus_fusiongl,clipdet_latent10k_plus,Corvi2023,clipdet_latent10k_plus_fusion_soft_or,clipdet_latent10k_plus_fusion_weighted,fusion
test_set\small_test_set\progan_lsun\bus_05450.png,2.9099114,2.1356378,2.9099114,2.9099114,-16.242994,2.9415405,1.4476626,2.0261996
test_set\small_test_set\progan_lsun\car_09850.png,2.557486,3.192784,3.192784,3.192784,-13.86078,3.2963696,1.5226916,2.3614123
test_set\small_test_set\progan_lsun\cat_05970.png,2.5144749,1.5375433,2.5144749,2.5144749,-15.30778,2.4895718,1.1733532,1.6883209
test_set\small_test_set\progan_lsun\chair_15766.png,1.412135,1.3192546,1.412135,1.412135,-16.391277,1.8679553,0.69980675,0.7355859
test_set\small_test_set\progan_lsun\cow_03634.png,2.0673008,1.7878256,2.0673008,2.0673008,-21.459595,2.371958,1.0493335,1.1193159
test_set\small_test_set\progan_lsun\diningtable_10104.png,2.2940702,2.2391741,2.2940702,2.2940702,-16.56724,2.6843228,1.2284129,1.4538969
test_set\small_test_set\progan_lsun\dog_05830.png,3.2338254,1.5917875,3.2338254,3.2338254,-12.122594,2.8780482,1.4646521,2.4530907
test_set\small_test_set\progan_lsun\horse_12307.png,1.707066,2.389779,2.389779,2.389779,-19.82108,2.4796147,1.0298606,1.4502981
test_set\small_test_set\progan_lsun\motorbike_08828.png,0.09091449,3.2646513,3.2646513,3.2646513,-3.5179858,2.2966523,0.5756715,2.7924461
test_set\small_test_set\progan_lsun\person_12892.png,3.1483927,2.2186353,3.1483927,3.1483927,-5.4782023,3.1001778,1.5572976,2.6060963
test_set\small_test_set\progan_lsun\pottedplant_06062.png,1.284103,2.0061107,2.0061107,2.0061107,-31.420792,2.1045015,0.78790426,0.8592103
test_set\small_test_set\progan_lsun\sheep_14005.png,2.264484,2.4672112,2.4672112,2.4672112,-20.375555,2.7794757,1.2626977,1.5072318
test_set\small_test_set\progan_lsun\sofa_02909.png,3.4616313,3.4301379,3.4616313,3.4616313,-2.3412838,3.8749242,1.9228132,3.0258646
test_set\small_test_set\progan_lsun\sofa_09016.png,2.3021293,1.6331933,2.3021293,2.3021293,-7.0303617,2.4221625,1.1097997,1.7938318
test_set\small_test_set\progan_lsun\train_17058.png,0.46663484,2.0407376,2.0407376,2.0407376,-17.17888,1.7746048,0.4762157,1.21506
test_set\small_test_set\progan_lsun\tvmonitor_10558.png,2.22016,2.271025,2.271025,2.271025,-6.053105,2.663638,1.2060025,1.8078418
test_set\small_test_set\real_coco_valid\000000010977.jpg,-1.6178082,2.3959742,2.3959742,2.3959742,-5.3835263,1.2983183,-0.26491737,1.9401989
test_set\small_test_set\real_coco_valid\000000020553.jpg,-2.150403,0.72973824,0.72973824,0.72973824,-24.961416,0.27631015,-0.8073027,-0.043580294
test_set\small_test_set\real_coco_valid\000000042889.jpg,-3.2393222,0.6553639,0.6553639,0.6553639,-14.072458,-0.006499325,-1.2467024,0.33890605
test_set\small_test_set\real_coco_valid\000000044260.jpg,-2.6553063,0.19514975,0.19514975,0.19514975,-30.306341,-0.10724343,-1.1115222,-0.56990683
test_set\small_test_set\real_coco_valid\000000084650.jpg,-4.4093213,0.28576794,0.28576794,0.28576794,-14.555987,-0.39485082,-1.777023,0.13139307
test_set\small_test_set\real_coco_valid\000000100582.jpg,-2.072644,0.2596024,0.2596024,0.2596024,-21.78741,0.08299755,-0.87145275,-0.21114635
test_set\small_test_set\real_coco_valid\000000104455.jpg,-1.9208447,0.3200405,0.3200405,0.3200405,-23.913465,0.15480061,-0.8001387,-0.2639413
test_set\small_test_set\real_coco_valid\000000111951.jpg,-2.072714,1.3982869,1.3982869,1.3982869,-18.730072,0.635649,-0.6426943,0.64466524
test_set\small_test_set\real_coco_valid\000000144798.jpg,-3.6494718,0.51949954,0.51949954,0.51949954,-15.532345,-0.15227968,-1.4338752,0.19975758
test_set\small_test_set\real_coco_valid\000000159311.jpg,-3.086393,1.4912256,1.4912256,1.4912256,-31.383009,0.4863972,-1.0191491,0.39434123
test_set\small_test_set\real_coco_valid\000000164637.jpg,-2.8426256,0.8232056,0.8232056,0.8232056,-19.565525,0.16065228,-1.0583488,0.20924819
test_set\small_test_set\real_coco_valid\000000172396.jpg,-3.8067758,0.38452658,0.38452658,0.38452658,-20.217974,-0.25161496,-1.5223106,-0.07793242
test_set\small_test_set\real_coco_valid\000000210855.jpg,-4.2488036,0.01050061,0.01050061,0.01050061,-19.068377,-0.52419186,-1.769761,-0.20902944
test_set\small_test_set\real_coco_valid\000000222299.jpg,-3.693308,0.9614521,0.9614521,0.9614521,-37.667072,0.08833331,-1.3621647,-0.17772174
test_set\small_test_set\real_coco_valid\000000225532.jpg,-3.6584818,1.1202157,1.1202157,1.1202157,-11.741357,0.18496336,-1.3166907,0.71750194
test_set\small_test_set\real_coco_valid\000000229858.jpg,-1.8102596,2.2401264,2.2401264,2.2401264,-31.744326,1.1639632,-0.37124723,1.0736157
test_set\small_test_set\real_coco_valid\000000263860.jpg,-2.0745156,1.64434,1.64434,1.64434,-13.411316,0.7685118,-0.5939592,1.0194418
test_set\small_test_set\real_coco_valid\000000269866.jpg,-2.767958,0.018755972,0.018755972,0.018755972,-21.335613,-0.21687813,-1.1908746,-0.31106013
test_set\small_test_set\real_coco_valid\000000279887.jpg,-1.6108944,1.1592644,1.1592644,1.1592644,-33.274673,0.6331624,-0.5107035,0.071642995
test_set\small_test_set\real_coco_valid\000000289992.jpg,-2.6248796,-10.0,-2.6248796,-2.6248796,-15.117387,-1.2579732,-3.148083,-0.45852038
test_set\small_test_set\real_ffhq\000026.png,-2.8726046,0.28311458,0.28311458,0.28311458,-9.816288,-0.11900814,-1.1785502,0.37200153
test_set\small_test_set\real_ffhq\000157.png,-0.61486256,0.7340565,0.7340565,0.7340565,-9.001959,0.7733618,-0.20788753,0.6220245
test_set\small_test_set\real_ffhq\000202.png,-1.62128,1.2346312,1.2346312,1.2346312,-9.2386675,0.6676147,-0.499609,0.90142775
test_set\small_test_set\real_ffhq\000222.png,-2.3743255,0.5821569,0.5821569,0.5821569,-7.305883,0.1471037,-0.924239,0.63423467
test_set\small_test_set\real_ffhq\000496.png,-0.8626995,1.3470293,1.3470293,1.3470293,-11.699468,0.9543503,-0.18133417,0.8699815
test_set\small_test_set\real_ffhq\000542.png,-1.9885318,-1.0412146,-1.0412146,-1.0412146,-24.852129,-0.3547623,-1.1000278,-0.8645015
test_set\small_test_set\real_ffhq\000665.png,-1.4706472,1.6424313,1.6424313,1.6424313,-12.029102,0.91826046,-0.35895726,1.0704707
test_set\small_test_set\real_ffhq\000677.png,-1.5030786,0.77139056,0.77139056,0.77139056,-14.505769,0.4821753,-0.5466094,0.38468605
test_set\small_test_set\real_ffhq\000926.png,-1.3987043,0.4124396,0.4124396,0.4124396,-10.375306,0.36194515,-0.5780455,0.3980878
test_set\small_test_set\real_ffhq\001036.png,-1.1249765,1.7030852,1.7030852,1.7030852,-11.358355,1.0484099,-0.21202958,1.1425709
test_set\small_test_set\real_ffhq\001059.png,-0.113833755,0.8305094,0.8305094,0.8305094,-9.034535,1.0080892,0.006790936,0.671397
test_set\small_test_set\real_ffhq\001099.png,-1.4002012,0.82798064,0.82798064,0.82798064,-11.839624,0.5400153,-0.49513805,0.53704077
test_set\small_test_set\real_ffhq\001349.png,-1.3728375,0.80862975,0.80862975,0.80862975,-8.628071,0.5400309,-0.48835975,0.6795731
test_set\small_test_set\real_ffhq\001423.png,-0.8154198,0.7558774,0.7558774,0.7558774,-10.126897,0.707873,-0.28167966,0.57834256
test_set\small_test_set\real_ffhq\001902.png,-1.1641984,1.8097863,1.8097863,1.8097863,-16.51598,1.0925076,-0.2058796,1.0424345
test_set\small_test_set\real_ffhq\001927.png,-2.1243665,0.08512691,0.08512691,0.08512691,-8.730302,-0.0066562197,-0.92666984,0.35568148
test_set\small_test_set\real_ffhq\001970.png,-1.5357027,-0.1662676,-0.1662676,-0.1662676,-17.229126,0.09360372,-0.74772143,-0.18890816
test_set\small_test_set\real_ffhq\002217.png,-3.3006482,-0.02805975,-0.02805975,-0.02805975,-9.522365,-0.36670643,-1.4079213,0.27296257
test_set\small_test_set\real_ffhq\002250.png,-2.0529592,1.2672452,1.2672452,1.2672452,-6.560713,0.5712601,-0.661323,1.0458908
test_set\small_test_set\real_ffhq\002295.png,-1.1638494,1.9532237,1.9532237,1.9532237,-12.268229,1.16883,-0.17692392,1.3054086
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000423.JPEG,-0.6716194,0.72673345,0.72673345,0.72673345,-5.2635064,0.7490464,-0.23148248,0.8098593
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000526.JPEG,-2.72095,0.22963098,0.22963098,0.22963098,-18.004309,-0.10779458,-1.1301817,-0.059039474
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000628.JPEG,-2.972179,-0.2222233,-0.2222233,-0.2222233,-24.003824,-0.37744027,-1.3188969,-0.5409918
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00000960.JPEG,-2.6841874,1.1244968,1.1244968,1.1244968,-33.36572,0.35399684,-0.9360544,0.040474176
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00001462.JPEG,-2.1718457,0.14649794,0.14649794,0.14649794,-7.7014503,0.004951358,-0.9328462,0.4345615
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00001721.JPEG,-0.86843157,-0.33246863,-0.33246863,-0.33246863,-14.555209,0.30075812,-0.52101517,-0.102816045
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004525.JPEG,-3.148341,-0.01675263,-0.01675263,-0.01675263,-17.663322,-0.32674086,-1.3462808,-0.15229851
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004712.JPEG,-2.3271127,-0.3961862,-0.3961862,-0.3961862,-20.642796,-0.26156864,-1.1024054,-0.4466162
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00004794.JPEG,-1.9676203,0.7056354,0.7056354,0.7056354,-36.54148,0.31452712,-0.7408974,-0.36897933
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006065.JPEG,-2.368841,0.90042734,0.90042734,0.90042734,-21.071007,0.30602932,-0.85815394,0.20530999
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006087.JPEG,-1.8837206,1.7065322,1.7065322,1.7065322,-24.448503,0.8470018,-0.50709236,0.7309191
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006515.JPEG,-2.9849646,0.8746244,0.8746244,0.8746244,-33.09596,0.15944777,-1.1035008,-0.15927088
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00006920.JPEG,-1.5894772,1.3342655,1.3342655,1.3342655,-9.16804,0.7265632,-0.46719375,0.9698423
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00008442.JPEG,-1.5951688,0.97139037,0.97139037,0.97139037,-5.419698,0.54684067,-0.54232156,0.92771184
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00008809.JPEG,-1.5395045,0.2771127,0.2771127,0.2771127,-24.795092,0.2595367,-0.66011894,-0.3226933
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00009068.JPEG,-3.1136582,0.44772103,0.44772103,0.44772103,-31.273684,-0.090305135,-1.239439,-0.4330791
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00009116.JPEG,-0.5216183,2.1064107,2.1064107,2.1064107,-4.4213147,1.4471694,0.10419368,1.744017
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012457.JPEG,-3.738681,-2.078261,-2.078261,-2.078261,-0.33907625,-1.2935245,-1.9905936,0.5415916
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012533.JPEG,-1.7269627,0.5902939,0.5902939,0.5902939,-6.2386966,0.33205992,-0.67026466,0.6942387
test_set\small_test_set\real_imagenet_val\ILSVRC2012_val_00012831.JPEG,-3.0680137,1.2796147,1.2796147,1.2796147,-23.189657,0.3681241,-1.0545019,0.41438735
test_set\small_test_set\real_lsun\airplane_00049.png,0.48309413,1.2023591,1.2023591,1.2023591,-24.517006,1.4045784,0.31418347,0.31608856
test_set\small_test_set\real_lsun\bedroom_00253.png,-1.6646805,1.7548144,1.7548144,1.7548144,-12.39497,0.92716193,-0.4120105,1.1427442
test_set\small_test_set\real_lsun\bicycle_00807.png,-0.47955006,1.5603498,1.5603498,1.5603498,-28.583693,1.1869359,0.010876529,0.5107992
test_set\small_test_set\real_lsun\bird_14085.png,0.44976708,0.20263383,0.44976708,0.44976708,-16.428898,1.0377778,0.10032682,0.12266737
test_set\small_test_set\real_lsun\boat_00049.png,1.6767778,3.4112363,3.4112363,3.4112363,-30.417952,3.0095038,1.2232866,2.2310534
test_set\small_test_set\real_lsun\bottle_16841.png,0.22273245,0.8178519,0.8178519,0.8178519,-25.101517,1.1434205,0.13543993,0.013143957
test_set\small_test_set\real_lsun\bus_07091.png,1.3358464,2.5802684,2.5802684,2.5802684,-30.550398,2.4092157,0.923434,1.4160215
test_set\small_test_set\real_lsun\car_12364.png,1.9686549,2.9850543,2.9850543,2.9850543,-23.921602,2.90621,1.2514303,1.9186493
test_set\small_test_set\real_lsun\cat_09253.png,0.23375025,2.235926,2.235926,2.235926,-22.726034,1.7818255,0.42465568,1.2397864
test_set\small_test_set\real_lsun\chair_02356.png,0.91422904,2.0027049,2.0027049,2.0027049,-29.321669,1.941346,0.6430446,0.89179444
test_set\small_test_set\real_lsun\church_09825.png,1.6213017,3.5549855,3.5549855,3.5549855,-13.526754,3.0672343,1.2305446,2.7192874
test_set\small_test_set\real_lsun\cow_15908.png,-0.48598593,1.8733757,1.8733757,1.8733757,-31.107256,1.3388382,0.071261354,0.74203473
test_set\small_test_set\real_lsun\dog_05450.png,0.70277,1.417811,1.417811,1.417811,-23.534954,1.5881764,0.44310114,0.5141959
test_set\small_test_set\real_lsun\horse_16219.png,0.07336292,1.2690427,1.2690427,1.2690427,-21.609472,1.2628663,0.16787006,0.45378146
test_set\small_test_set\real_lsun\motorbike_14864.png,1.3310108,2.041245,2.041245,2.041245,-27.818518,2.1418688,0.813248,0.9549564
test_set\small_test_set\real_lsun\person_00049.png,1.1107186,1.8403172,1.8403172,1.8403172,-22.669205,1.9513329,0.68700826,0.8902981
test_set\small_test_set\real_lsun\pottedplant_11308.png,0.04110515,1.6646495,1.6646495,1.6646495,-31.118475,1.4278053,0.23478188,0.5528754
test_set\small_test_set\real_lsun\sheep_07543.png,0.049377948,1.3007109,1.3007109,1.3007109,-26.777306,1.2669322,0.16488363,0.33404416
test_set\small_test_set\real_lsun\train_03655.png,0.8096045,3.0715904,3.0715904,3.0715904,-30.755913,2.4535894,0.81702405,1.89125
test_set\small_test_set\real_lsun\tvmonitor_14085.png,-0.4817537,1.5855981,1.5855981,1.5855981,-19.752598,1.1982707,0.015090469,0.758942
test_set\small_test_set\stable_diffusion\captions_val2017_10935.png,0.96455777,2.3290431,2.3290431,2.3290431,10.34995,2.1220295,0.7282308,2.6611538
test_set\small_test_set\stable_diffusion\captions_val2017_11319.png,1.3043103,1.5008278,1.5008278,1.5008278,10.669144,1.8911407,0.694259,2.1104083
test_set\small_test_set\stable_diffusion\captions_val2017_11616.png,-0.23438975,1.1934091,1.1934091,1.1934091,15.893114,1.1097169,0.032712895,2.2595851
test_set\small_test_set\stable_diffusion\captions_val2017_13634.png,-0.90843594,0.7884735,0.7884735,0.7884735,15.016517,0.6880645,-0.31138772,2.0252442
test_set\small_test_set\stable_diffusion\captions_val2017_15485.png,-1.1416095,1.5429438,1.5429438,1.5429438,18.18239,0.9617232,-0.25068882,2.5884552
test_set\small_test_set\stable_diffusion\captions_val2017_16437.png,-0.8498075,0.688045,0.688045,0.688045,10.559313,0.6675019,-0.3087128,1.7084153
test_set\small_test_set\stable_diffusion\captions_val2017_17068.png,0.19693944,0.53518474,0.53518474,0.53518474,8.91173,1.0308293,0.068592116,1.5503035
test_set\small_test_set\stable_diffusion\captions_val2017_18675.png,1.0538868,2.081561,2.081561,2.081561,18.07099,2.0389116,0.71332645,2.9279423
test_set\small_test_set\stable_diffusion\captions_val2017_107862.png,0.99431634,2.8904796,2.8904796,2.8904796,14.466372,2.4284623,0.852635,3.3522692
test_set\small_test_set\stable_diffusion\captions_val2017_111064.png,0.46542677,1.8747718,1.8747718,1.8747718,27.91062,1.6940864,0.44239876,3.4029613
test_set\small_test_set\stable_diffusion\captions_val2017_113211.png,0.64653707,1.6799393,1.6799393,1.6799393,8.489276,1.6786408,0.47384885,2.0948427
test_set\small_test_set\stable_diffusion\captions_val2017_115161.png,-0.78938395,1.2151667,1.2151667,1.2151667,13.884365,0.9175601,-0.17925006,2.1467822
test_set\small_test_set\stable_diffusion\captions_val2017_118293.png,0.5521947,0.75194466,0.75194466,0.75194466,18.485777,1.2631923,0.25062087,2.2310636
test_set\small_test_set\stable_diffusion\captions_val2017_119143.png,-0.12860045,1.3778379,1.3778379,1.3778379,10.822677,1.2313931,0.111004785,2.048864
test_set\small_test_set\stable_diffusion\captions_val2017_121297.png,-1.2038717,0.50185764,0.50185764,0.50185764,14.981095,0.46542943,-0.4841346,1.919814
test_set\small_test_set\stable_diffusion\captions_val2017_128814.png,-0.8904599,0.98818827,0.98818827,0.98818827,7.0137014,0.7805304,-0.26425382,1.6227524
test_set\small_test_set\stable_diffusion\captions_val2017_133434.png,-0.5318794,1.921258,1.921258,1.921258,18.237974,1.3477441,0.062992826,2.8278735
test_set\small_test_set\stable_diffusion\captions_val2017_137943.png,-1.0887858,1.7003372,1.7003372,1.7003372,18.593596,1.0578045,-0.1984747,2.7077012
test_set\small_test_set\stable_diffusion\captions_val2017_141432.png,-1.284301,1.9500849,1.9500849,1.9500849,6.0692987,1.1333959,-0.2245062,2.1439114
test_set\small_test_set\stable_diffusion\captions_val2017_143769.png,0.9070412,0.33477166,0.9070412,0.9070412,17.06147,1.2910835,0.30511975,2.2021813
